name,city,state,region,highest_degree,control,gender,admission_rate,sat_avg,undergrads,tuition,faculty_salary_avg,loan_default_rate,median_debt,lon,lat
Drexel University,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.7601,1186,16681,47051,10597,31,25500,-75.1652215,39.9525839
Gwynedd Mercy University,Gwynedd Valley,PA,Northeast,Graduate,Private,CoEd,0.7638,961,1941,30460,6741,58,25556,-75.2487748,40.1848419
Keystone College,La Plume,PA,Northeast,Graduate,Private,CoEd,0.9205,921,1431,21900,6528,110,25789.5,-75.754592,41.5580976
Eastern University,Saint Davids,PA,Northeast,Graduate,Private,CoEd,0.6218,1038,2381,29680,6375,71,25872,-75.3785234,40.0409428
Messiah College,Mechanicsburg,PA,Northeast,Graduate,Private,CoEd,0.7998,1125,2713,31340,8121,8,25989.5,-77.0085876,40.2142565
Temple University,Philadelphia,PA,Northeast,Graduate,Public,CoEd,0.6173,1125,27669,14696,9835,50,25999.5,-75.1652215,39.9525839
Geneva College,Beaver Falls,PA,Northeast,Graduate,Private,CoEd,0.7106,1072,1404,25220,6649,52,26000,-80.3192295,40.7520097
Cabrini University,Radnor,PA,Northeast,Graduate,Private,CoEd,0.7528,897,1334,29842,6752,46,26000,-75.3754599,40.043912
Bloomsburg University of Pennsylvania,Bloomsburg,PA,Northeast,Graduate,Public,CoEd,0.8781,970,9109,8914,8880,49,26000,-76.4549457,41.003698
Kutztown University of Pennsylvania,Kutztown,PA,Northeast,Graduate,Public,CoEd,0.7967,960,8516,9099,8887,56,26000,-75.7774177,40.5173165
Clarion University of Pennsylvania,Clarion,PA,Northeast,Graduate,Public,CoEd,0.9271,928,4744,9788,9556,76,26000,-79.3853218,41.2147851
Immaculata University,Immaculata,PA,Northeast,Graduate,Private,CoEd,0.7594,962,2012,32000,5185,66,26020.5,-75.5681268,40.0273195
York College Pennsylvania,York,PA,Northeast,Graduate,Private,CoEd,0.4549,1050,4720,17630,6820,38,26247,-76.727745,39.9625984
Villanova University,Villanova,PA,Northeast,Graduate,Private,CoEd,0.4933,1313,6895,45966,10551,11,26352,-75.3491813,40.0375832
DeSales University,Center Valley,PA,Northeast,Graduate,Private,CoEd,0.7965,1033,2383,32350,6770,48,26500,-75.3936935,40.5294058
Delaware Valley University,Doylestown,PA,Northeast,Graduate,Private,CoEd,0.7574,990,1823,33826,7235,61,26551,-75.1298939,40.3101063
University of Pittsburgh-Titusville,Titusville,PA,Northeast,Associate,Public,CoEd,0.7707,881,367,11604,6055,43,26813.5,-79.6736631,41.6270036
University of Pittsburgh-Greensburg,Greensburg,PA,Northeast,Bachelor,Public,CoEd,0.7452,1011,1578,13372,6740,43,26813.5,-79.5389289,40.3014581
University of Pittsburgh-Johnstown,Johnstown,PA,Northeast,Bachelor,Public,CoEd,0.8018,1014,2864,13374,6821,43,26813.5,-78.9219698,40.3267407
University of Pittsburgh-Bradford,Bradford,PA,Northeast,Bachelor,Public,CoEd,0.6542,985,1466,13322,7079,43,26813.5,-78.649163,41.9564953
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,Northeast,Graduate,Public,CoEd,0.5312,1275,18474,17772,9846,43,26813.5,-79.9958864,40.4406248
Wilkes University,Wilkes-Barre,PA,Northeast,Graduate,Private,CoEd,0.7863,1045,2316,31262,8405,40,26918,-75.8813075,41.2459149
Arcadia University,Glenside,PA,Northeast,Graduate,Private,CoEd,0.588,1105,2482,38160,7786,47,26972,-75.1527928,40.0999077
Pennsylvania State University-World Campus,University Park,PA,Northeast,Graduate,Public,CoEd,0.5808,1040,5736,13516,4415,57,27000,-77.8653126,40.8147955
Chestnut Hill College,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.7471,968,1428,32110,5044,63,27000,-75.1652215,39.9525839
Rosemont College,Rosemont,PA,Northeast,Graduate,Private,CoEd,0.5788,993,516,31580,5236,64,27000,-75.3237979,40.0256664
Cairn University-Langhorne,Langhorne,PA,Northeast,Graduate,Private,CoEd,0.978,993,805,23245,5712,24,27000,-74.9226665,40.1745538
University of Valley Forge,Phoenixville,PA,Northeast,Graduate,Private,CoEd,0.9304,941,711,20394,5893,136,27000,-75.5149128,40.1303822
Alvernia University,Reading,PA,Northeast,Graduate,Private,CoEd,0.7479,970,2272,30080,6185,74,27000,-75.9268747,40.3356483
Wilson College,Chambersburg,PA,Northeast,Graduate,Private,CoEd,0.3128,976,516,24380,6512,58,27000,-77.6611022,39.9375911
Saint Francis University,Loretto,PA,Northeast,Graduate,Private,CoEd,0.6872,1033,1932,31078,6534,31,27000,-78.630296,40.5031263
Westminster College,New Wilmington,PA,Northeast,Graduate,Private,CoEd,0.9366,1055,1142,33410,6631,38,27000,-80.3328428,41.1222812
The University of the Arts,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.6954,1006,1726,38410,6642,65,27000,-75.1652215,39.9525839
Carlow University,Pittsburgh,PA,Northeast,Graduate,Private,CoEd,0.907,941,1323,26178,6663,59,27000,-79.9958864,40.4406248
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,Northeast,Graduate,Public,CoEd,0.8512,1003,775,13930,6725,57,27000,-75.3936935,40.5294058
Neumann University,Aston,PA,Northeast,Graduate,Private,CoEd,0.9404,853,2464,25860,6739,88,27000,-75.4257325,39.8648194
Pennsylvania State University-Penn State Shenango,Sharon,PA,Northeast,Bachelor,Public,CoEd,0.6716,885,468,13332,6835,57,27000,-80.4934035,41.2331116
Waynesburg University,Waynesburg,PA,Northeast,Graduate,Private,CoEd,0.8356,1008,1501,21290,6986,45,27000,-80.1792299,39.8964641
Saint Vincent College,Latrobe,PA,Northeast,Graduate,Private,CoEd,0.7192,1034,1564,31370,7146,40,27000,-79.3794811,40.3211808
Pennsylvania State University-Penn State DuBois,DuBois,PA,Northeast,Bachelor,Public,CoEd,0.8862,925,490,13528,7210,57,27000,-78.7583257,41.1210115
Misericordia University,Dallas,PA,Northeast,Graduate,Private,CoEd,0.7146,1074,2407,29010,7227,56,27000,-75.9632546,41.3361911
Lycoming College,Williamsport,PA,Northeast,Bachelor,Private,CoEd,0.7222,1043,1340,34706,7237,64,27000,-77.0010786,41.2411897
Moravian College,Bethlehem,PA,Northeast,Graduate,Private,CoEd,0.862,1022,1564,37572,7261,40,27000,-75.3704579,40.6259316
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,Northeast,Bachelor,Public,CoEd,0.8359,914,666,13588,7284,57,27000,-79.6642441,39.9106962
Pennsylvania State University-Penn State Altoona,Altoona,PA,Northeast,Bachelor,Public,CoEd,0.8835,1001,3829,14588,7385,57,27000,-78.3947359,40.5186809
Gannon University,Erie,PA,Northeast,Graduate,Private,CoEd,0.7767,1037,2763,28368,7390,51,27000,-80.085059,42.1292241
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,Northeast,Bachelor,Public,CoEd,0.7802,948,837,13648,7463,57,27000,-77.5583232,39.8442593
Holy Family University,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.7326,925,1797,28456,7496,46,27000,-75.1652215,39.9525839
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,Northeast,Bachelor,Public,CoEd,0.7584,967,554,13648,7512,57,27000,-79.8641232,40.3470671
Pennsylvania State University-Penn State Beaver,Monaca,PA,Northeast,Bachelor,Public,CoEd,0.8107,954,665,13636,7556,57,27000,-80.2714505,40.6872885
Pennsylvania State University-Penn State Brandywine,Media,PA,Northeast,Bachelor,Public,CoEd,0.8477,968,1334,13942,7652,57,27000,-75.387693,39.9167783
Pennsylvania State University-Penn State Abington,Abington,PA,Northeast,Graduate,Public,CoEd,0.7934,951,3505,13942,7704,57,27000,-75.1195107,40.1240795
University of the Sciences,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.5788,1169,1626,36096,7716,21,27000,-75.1652215,39.9525839
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,Northeast,Bachelor,Public,CoEd,0.838,964,493,13588,7876,57,27000,-76.0223932,41.3166058
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,Northeast,Bachelor,Public,CoEd,0.7611,959,1073,13882,7922,57,27000,-75.6324112,41.4198027
Point Park University,Pittsburgh,PA,Northeast,Graduate,Private,CoEd,0.7074,995,3100,27190,7968,94,27000,-79.9958864,40.4406248
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,Northeast,Bachelor,Public,CoEd,0.7478,899,755,13870,7997,57,27000,-76.171054,40.6306464
Marywood University,Scranton,PA,Northeast,Graduate,Private,CoEd,0.7418,1030,1878,31695,8023,44,27000,-75.6624122,41.408969
Pennsylvania State University-Penn State York,York,PA,Northeast,Graduate,Public,CoEd,0.8335,1021,948,13930,8025,57,27000,-76.727745,39.9625984
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,Northeast,Bachelor,Public,CoEd,0.8598,946,803,13882,8061,57,27000,-75.9746472,40.9584181
Pennsylvania State University-Penn State Berks,Reading,PA,Northeast,Graduate,Public,CoEd,0.8866,973,2699,14588,8110,57,27000,-75.9268747,40.3356483
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,Northeast,Bachelor,Public,CoEd,0.8123,974,627,13588,8218,57,27000,-79.7647705,40.5697892
Elizabethtown College,Elizabethtown,PA,Northeast,Graduate,Private,CoEd,0.7082,1133,1754,39920,8307,37,27000,-76.6027455,40.1528719
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,Northeast,Graduate,Public,CoEd,0.867,1054,3891,14588,8710,57,27000,-80.085059,42.1292241
Duquesne University,Pittsburgh,PA,Northeast,Graduate,Private,CoEd,0.7306,1144,5969,32636,8869,25,27000,-79.9958864,40.4406248
La Salle University,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.7823,994,4122,39800,9217,40,27000,-75.1652215,39.9525839
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,Northeast,Graduate,Public,CoEd,0.8208,1024,3595,14588,9280,57,27000,-76.7310806,40.199814
Edinboro University of Pennsylvania,Edinboro,PA,Northeast,Graduate,Public,CoEd,0.993,928,5494,9256,9357,95,27000,-80.1317236,41.8742225
Indiana University of Pennsylvania-Main Campus,Indiana,PA,Northeast,Graduate,Public,CoEd,0.9473,958,12032,9470,9359,88,27000,-79.1525349,40.6214551
Mansfield University of Pennsylvania,Mansfield,PA,Northeast,Graduate,Public,CoEd,0.907,950,2518,9526,9460,80,27000,-77.077468,41.8072961
University of Scranton,Scranton,PA,Northeast,Graduate,Private,CoEd,0.7726,1125,3909,39956,9729,32,27000,-75.6624122,41.408969
Lock Haven University,Lock Haven,PA,Northeast,Graduate,Public,CoEd,0.9339,947,4448,9276,9758,69,27000,-77.4469263,41.1370133
Robert Morris University,Moon Township,PA,Northeast,Graduate,Private,CoEd,0.762,1051,4546,26054,9999,46,27000,-80.2213477,40.5169767
Pennsylvania State University-Main Campus,University Park,PA,Northeast,Graduate,Public,CoEd,0.5029,1196,39958,17502,10175,57,27000,-77.8653126,40.8147955
Bucknell University,Lewisburg,PA,Northeast,Graduate,Private,CoEd,0.3072,1317,3528,48498,10389,11,27000,-76.8844101,40.9645293
Philadelphia University,Philadelphia,PA,Northeast,Graduate,Private,CoEd,0.6394,1074,2885,35230,8235,35,27800,-75.1652215,39.9525839
Thiel College,Greenville,PA,Northeast,Bachelor,Private,CoEd,0.6949,970,1025,27828,6422,128,28000,-80.3911785,41.404499
Widener University-Main Campus,Chester,PA,Northeast,Graduate,Private,CoEd,0.6501,1023,3144,39830,7679,46,28000,-75.3557457,39.849557
Allegheny College,Meadville,PA,Northeast,Bachelor,Private,CoEd,0.7177,1170,1968,40660,8143,48,29046,-80.1514484,41.6414438
Cedar Crest College,Allentown,PA,Northeast,Graduate,Private,Women,0.5233,1005,1310,34504,7163,44,29183,-75.4901833,40.6084305
Lincoln University,Lincoln University,PA,Northeast,Graduate,Public,CoEd,0.2716,862,1576,10232,7016,175,31326.5,-75.9273377,39.807212
Brown University,Providence,RI,Northeast,Graduate,Private,CoEd,0.0874,1435,6264,47434,13754,5,15500,-71.4128343,41.8239891
Rhode Island College,Providence,RI,Northeast,Graduate,Public,CoEd,0.6545,918,7271,7602,7527,64,21500,-71.4128343,41.8239891
University of Rhode Island,Kingston,RI,Northeast,Graduate,Public,CoEd,0.7681,1077,13205,12506,9502,52,23250,-71.5225598,41.4803791
Rhode Island School of Design,Providence,RI,Northeast,Graduate,Private,CoEd,0.3259,1254,2014,44594,7840,20,27000,-71.4128343,41.8239891
University of South Carolina-Sumter,Sumter,SC,South,Associate,Public,CoEd,0.5759,917,729,6686,5701,121,9788,-80.3414693,33.9204354
University of South Carolina-Salkehatchie,Allendale,SC,South,Associate,Public,CoEd,0.5339,802,723,6686,5389,191,12000,-81.3084405,33.0079345
Spartanburg Methodist College,Spartanburg,SC,South,Associate,Private,CoEd,0.6563,870,790,15930,5670,171,12000,-81.9320482,34.9495672
University of South Carolina-Union,Union,SC,South,Associate,Public,CoEd,0.7116,774,294,6686,6004,197,18500,-81.623711,34.7154122
Bob Jones University,Greenville,SC,South,Graduate,Private,CoEd,0.8101,1052,2553,14220,4185,12,19000,-82.3940104,34.8526176
Columbia International University,Columbia,SC,South,Graduate,Private,CoEd,0.3322,1035,552,19480,4515,33,20750,-81.0348144,34.0007104
North Greenville University,Tigerville,SC,South,Graduate,Private,CoEd,0.5946,1152,2183,15510,5737,94,21500,-82.3690411,35.0699768
Clemson University,Clemson,SC,South,Graduate,Public,CoEd,0.5152,1261,17083,13446,10159,27,21830.5,-82.8373654,34.6834382
College of Charleston,Charleston,SC,South,Graduate,Public,CoEd,0.7802,1137,10069,10981,8182,42,22251,-79.9310512,32.7764749
University of South Carolina-Lancaster,Lancaster,SC,South,Associate,Public,CoEd,0.6353,875,963,6686,5309,41,23000,-80.7709014,34.7204257
University of South Carolina-Upstate,Spartanburg,SC,South,Graduate,Public,CoEd,0.4682,947,5056,10518,6268,87,23000,-81.9320482,34.9495672
University of South Carolina-Columbia,Columbia,SC,South,Graduate,Public,CoEd,0.652,1217,24623,11158,9726,41,23000,-81.0348144,34.0007104
University of South Carolina-Beaufort,Bluffton,SC,South,Bachelor,Public,CoEd,0.5724,933,1790,9404,6418,103,23292,-80.8603868,32.2371465
Coastal Carolina University,Conway,SC,South,Graduate,Public,CoEd,0.636,996,9058,10320,7439,92,25000,-79.0478143,33.8360034
Wofford College,Spartanburg,SC,South,Bachelor,Private,CoEd,0.7739,1194,1654,37120,7930,23,25000,-81.9320482,34.9495672
Citadel Military College of South Carolina,Charleston,SC,South,Graduate,Public,CoEd,0.7554,1073,2688,11098,8359,34,25000,-79.9310512,32.7764749
Presbyterian College,Clinton,SC,South,Graduate,Private,CoEd,0.5372,1090,1032,34828,7554,57,25875,-81.8806562,34.4726276
University of South Carolina-Aiken,Aiken,SC,South,Graduate,Public,CoEd,0.6546,970,3023,9602,6533,60,26250,-81.7195533,33.5604168
Newberry College,Newberry,SC,South,Bachelor,Private,CoEd,0.5675,945,1076,24300,5255,125,27000,-81.6187178,34.2745833
Erskine College,Due West,SC,South,Graduate,Private,CoEd,0.6057,1016,587,31580,5584,34,27000,-82.387902,34.3334469
Anderson University,Anderson,SC,South,Graduate,Private,CoEd,0.7152,1038,2500,23750,5595,70,27000,-82.6501332,34.5034394
Lander University,Greenwood,SC,South,Graduate,Public,CoEd,0.5778,936,2670,10418,5876,108,27000,-82.1617883,34.1954001
Columbia College,Columbia,SC,South,Graduate,Private,Women,0.7905,1033,1117,27350,6176,78,27000,-81.0348144,34.0007104
Converse College,Spartanburg,SC,South,Graduate,Private,Women,0.5348,1045,822,16500,6278,62,27000,-81.9320482,34.9495672
Winthrop University,Rock Hill,SC,South,Graduate,Public,CoEd,0.7118,1053,4653,14082,7402,61,27000,-81.0250784,34.9248667
Charleston Southern University,Charleston,SC,South,Graduate,Private,CoEd,0.5866,997,2949,22840,6057,87,27741,-79.9310512,32.7764749
Limestone College,Gaffney,SC,South,Graduate,Private,CoEd,0.52,1020,3039,23000,5062,104,28750,-81.6498195,35.0717945
Claflin University,Orangeburg,SC,South,Graduate,Private,CoEd,0.4377,806,1779,15010,6292,134,29600,-80.8556476,33.4918203
Coker College,Hartsville,SC,South,Graduate,Private,CoEd,0.509,992,1138,25536,5302,83,30112,-80.0734005,34.3740431
Francis Marion University,Florence,SC,South,Graduate,Public,CoEd,0.5911,933,3249,9738,7396,108,31250,-79.7625625,34.1954331
South Carolina State University,Orangeburg,SC,South,Graduate,Public,CoEd,0.8454,810,2753,10007,6927,174,34500,-80.8556476,33.4918203
University of Sioux Falls,Sioux Falls,SD,Midwest,Graduate,Private,CoEd,0.9724,1028,1082,25480,6205,56,23489,-96.7311034,43.5445959
University of South Dakota,Vermillion,SD,Midwest,Graduate,Public,CoEd,0.8882,1044,6331,8022,7406,65,24250,-96.9292104,42.7794417
Dakota State University,Madison,SD,Midwest,Graduate,Public,CoEd,0.842,1026,1770,7506,7242,55,24750,-97.1139496,44.0060847
Northern State University,Aberdeen,SD,Midwest,Graduate,Public,CoEd,0.8289,1025,1693,7563,6897,95,24847,-98.4864829,45.4646985
Presentation College,Aberdeen,SD,Midwest,Bachelor,Private,CoEd,0.5695,980,705,17875,4809,78,25000,-98.4864829,45.4646985
South Dakota State University,Brookings,SD,Midwest,Graduate,Public,CoEd,0.9201,1068,10003,7713,7698,46,25245,-96.7983877,44.3113573
Black Hills State University,Spearfish,SD,Midwest,Graduate,Public,CoEd,0.941,951,2910,7617,6957,80,25625,-103.8593697,44.4908172
Dakota Wesleyan University,Mitchell,SD,Midwest,Graduate,Private,CoEd,0.7343,1044,765,23650,5187,86,27000,-98.0297992,43.7094283
Mount Marty College,Yankton,SD,Midwest,Graduate,Private,CoEd,0.7236,990,634,22892,5788,88,27000,-97.3972813,42.8711088
Augustana University,Sioux Falls,SD,Midwest,Graduate,Private,CoEd,0.6129,1162,1619,29214,6531,31,27000,-96.7311034,43.5445959
South Dakota School of Mines and Technology,Rapid City,SD,Midwest,Graduate,Public,CoEd,0.8802,1181,2336,10040,9124,49,27000,-103.2310149,44.0805434
Roane State Community College,Harriman,TN,South,Associate,Public,CoEd,0.9873,910,4626,3831,6093,143,9722,-84.5524358,35.9339638
Cleveland State Community College,Cleveland,TN,South,Associate,Public,CoEd,1,910,2734,3811,5258,169,10000,-84.8766115,35.1595182
Hiwassee College,Madisonville,TN,South,Bachelor,Private,CoEd,0.4575,843,257,13470,3083,180,12500,-84.3635338,35.5197984
Vanderbilt University,Nashville,TN,South,Graduate,Private,CoEd,0.1309,1481,6818,43838,13151,14,13000,-86.7816016,36.1626638
Tennessee Technological University,Cookeville,TN,South,Graduate,Public,CoEd,0.9441,1105,10039,7679,7523,79,15587,-85.5016423,36.162839
Lincoln Memorial University,Harrogate,TN,South,Graduate,Private,CoEd,0.7437,1055,1622,19970,6226,36,18000,-83.6568579,36.5823046
Bryan College-Dayton,Dayton,TN,South,Graduate,Private,CoEd,0.4842,1065,1124,22200,5271,36,18625,-85.0124535,35.4939587
Tennessee Wesleyan College,Athens,TN,South,Graduate,Private,CoEd,0.6667,1002,981,22300,4094,82,18750,-84.5929898,35.4428512
Trevecca Nazarene University,Nashville,TN,South,Graduate,Private,CoEd,0.7308,1066,1609,23126,6091,40,19500,-86.7816016,36.1626638
The University of Tennessee-Knoxville,Knoxville,TN,South,Graduate,Public,CoEd,0.7483,1198,21396,11876,10046,55,19998.5,-83.9207392,35.9606384
East Tennessee State University,Johnson City,TN,South,Graduate,Public,CoEd,0.9174,1030,11162,7667,6676,115,20000,-82.3534727,36.313439700000004
The University of Tennessee-Chattanooga,Chattanooga,TN,South,Graduate,Public,CoEd,0.7728,1088,10213,8138,7484,69,20090.5,-85.3096801,35.0456297
Johnson University,Knoxville,TN,South,Graduate,Private,CoEd,0.5637,1034,886,12050,6472,76,20199,-83.9207392,35.9606384
Lipscomb University,Nashville,TN,South,Graduate,Private,CoEd,0.5558,1175,2875,27390,7184,49,20500,-86.7816016,36.1626638
King University,Bristol,TN,South,Graduate,Private,CoEd,0.5668,1042,2344,25708,6295,56,21260,-82.1887444,36.5951059
Aquinas College,Nashville,TN,South,Graduate,Private,CoEd,0.6104,1123,406,20550,5160,38,21426,-86.7816016,36.1626638
Middle Tennessee State University,Murfreesboro,TN,South,Graduate,Public,CoEd,0.7206,1032,19928,7876,7094,93,21743,-86.39027,35.8456213
Cumberland University,Lebanon,TN,South,Graduate,Private,CoEd,0.4642,1044,1167,20200,5511,60,21875,-86.2911024,36.2081098
Belmont University,Nashville,TN,South,Graduate,Private,CoEd,0.8272,1176,5778,28660,8696,20,22707,-86.7816016,36.1626638
Austin Peay State University,Clarksville,TN,South,Graduate,Public,CoEd,0.8927,1010,9003,7168,6836,112,23202,-87.3594528,36.5297706
Milligan College,Milligan College,TN,South,Graduate,Private,CoEd,0.6241,1097,880,28730,5892,55,23500,-82.2951115,36.3016849
The University of Tennessee-Martin,Martin,TN,South,Graduate,Public,CoEd,0.7334,1050,6387,8024,6724,106,24109,-88.8503379,36.3433965
Carson-Newman University,Jefferson City,TN,South,Graduate,Private,CoEd,0.624,1083,1701,24460,5567,93,24648,-83.492396,36.122311
Union University,Jackson,TN,South,Graduate,Private,CoEd,0.6858,1170,2441,28150,7531,35,25000,-88.8139469,35.6145169
Bethel University,McKenzie,TN,South,Graduate,Private,CoEd,0.5742,930,4638,15714,3989,129,25053,-88.5186636,36.1325616
University of Memphis,Memphis,TN,South,Graduate,Public,CoEd,0.474,1029,16093,8619,8374,98,25250,-90.0489801,35.1495343
Visible Music College,Memphis,TN,South,Bachelor,Private,CoEd,0.2398,1031,112,19600,2997,95,25625,-90.0489801,35.1495343
Freed-Hardeman University,Henderson,TN,South,Graduate,Private,CoEd,0.9339,1117,1310,20468,6205,53,26000,-88.641441,35.4392435
Christian Brothers University,Memphis,TN,South,Graduate,Private,CoEd,0.4971,1105,1292,29190,6193,70,26500,-90.0489801,35.1495343
Fisk University,Nashville,TN,South,Graduate,Private,CoEd,0.8345,946,721,20858,6043,117,27000,-86.7816016,36.1626638
Maryville College,Maryville,TN,South,Bachelor,Private,CoEd,0.7083,1049,1213,31754,6391,67,27000,-83.9704593,35.7564719
Rhodes College,Memphis,TN,South,Graduate,Private,CoEd,0.5999,1296,2007,41572,8062,40,27000,-90.0489801,35.1495343
O'More College of Design,Franklin,TN,South,Bachelor,Private,CoEd,0.5234,1050,169,26688,3959,50,27250,-86.8688899,35.9250637
Lee University,Cleveland,TN,South,Graduate,Private,CoEd,0.8905,1076,4117,14280,5854,82,27723.5,-84.8766115,35.1595182
Tusculum College,Greeneville,TN,South,Graduate,Private,CoEd,0.7194,990,1746,22670,4798,107,28000,-82.8309861,36.1631574
Watkins College of Art Design & Film,Nashville,TN,South,Bachelor,Private,CoEd,0.2636,1000,288,20250,4948,153,29125,-86.7816016,36.1626638
Baptist Memorial College of Health Sciences,Memphis,TN,South,Bachelor,Private,CoEd,0.5373,1110,1169,10412,6656,40,30000,-90.0489801,35.1495343
Memphis College of Art,Memphis,TN,South,Graduate,Private,CoEd,0.3806,1025,365,28870,3878,111,33125,-90.0489801,35.1495343
Lane College,Jackson,TN,South,Bachelor,Private,CoEd,0.4327,762,1262,9780,4817,130,33170,-88.8139469,35.6145169
Rice University,Houston,TX,South,Graduate,Private,CoEd,0.151,1460,3888,40566,14702,17,9641.5,-95.3698028,29.7604267
The University of Texas Rio Grande Valley,Edinburg,TX,South,Graduate,Public,CoEd,0.628,953,17811,5173,7856,108,12036.5,-98.1633432,26.3017374
Texas A & M University-Texarkana,Texarkana,TX,South,Graduate,Public,CoEd,0.4755,897,1386,6059,8395,84,12500,-94.0476882,33.425125
The University of Texas of the Permian Basin,Odessa,TX,South,Graduate,Public,CoEd,0.87,963,3311,5250,7275,81,13750,-102.3676431,31.8456816
Texas A & M International University,Laredo,TX,South,Graduate,Public,CoEd,0.467,906,6706,6453,7925,106,14929,-99.4803241,27.5305671
Sul Ross State University,Alpine,TX,South,Graduate,Public,CoEd,0.934,890,2018,5676,6028,137,15250,-103.6610115,30.3584919
University of Houston-Clear Lake,Houston,TX,South,Graduate,Public,CoEd,0.5736,1044,5072,5802,8185,74,17090,-95.3698028,29.7604267
The University of Texas at Tyler,Tyler,TX,South,Graduate,Public,CoEd,0.8358,1051,5550,7312,7379,84,18345,-95.3010624,32.3512601
The University of Texas at Arlington,Arlington,TX,South,Graduate,Public,CoEd,0.614,1053,29616,8878,8946,68,18750,-97.1080656,32.735687
Wayland Baptist University,Plainview,TX,South,Graduate,Private,CoEd,0.9774,946,3716,12960,4652,98,18875,-101.7068417,34.1847936
Texas A & M University-College Station,College Station,TX,South,Graduate,Public,CoEd,0.7103,1206,46941,9685,9961,42,19000,-96.3344068,30.627977
The University of Texas at Dallas,Richardson,TX,South,Graduate,Public,CoEd,0.6194,1259,14300,10864,12307,56,19000,-96.7298519,32.9483335
University of Houston-Downtown,Houston,TX,South,Graduate,Public,CoEd,0.8417,894,13662,5516,7458,118,19003,-95.3698028,29.7604267
University of Houston,Houston,TX,South,Graduate,Public,CoEd,0.6299,1139,31643,8605,10542,62,19702.5,-95.3698028,29.7604267
Texas A & M University-Kingsville,Kingsville,TX,South,Graduate,Public,CoEd,0.8357,922,8815,7554,6948,126,20000,-97.856109,27.5158689
Texas Woman's University,Denton,TX,South,Graduate,Public,CoEd,0.8531,953,9327,7836,8085,65,20000,-97.1330683,33.2148412
University of North Texas at Dallas,Dallas,TX,South,Graduate,Public,CoEd,0.821,887,1623,7650,8846,76,20000,-96.7969879,32.7766642
University of North Texas,Denton,TX,South,Graduate,Public,CoEd,0.6538,1096,29758,9346,10010,76,20000,-97.1330683,33.2148412
Texas A & M University-Commerce,Commerce,TX,South,Graduate,Public,CoEd,0.4784,909,7358,5892,6276,101,20250,-95.8999656,33.2470567
Tarleton State University,Stephenville,TX,South,Graduate,Public,CoEd,0.5254,961,10214,6516,7428,76,20500,-98.2022633,32.2206958
Angelo State University,San Angelo,TX,South,Graduate,Public,CoEd,0.8244,976,5290,6856,6888,119,21319.5,-100.4370375,31.4637723
Texas State University,San Marcos,TX,South,Graduate,Public,CoEd,0.729,1032,32177,8950,7582,84,21358.5,-97.9413941,29.8832749
West Texas A & M University,Canyon,TX,South,Graduate,Public,CoEd,0.6742,970,7121,6782,7444,107,21374,-101.9188024,34.9803342
Trinity University,San Antonio,TX,South,Graduate,Private,CoEd,0.4842,1281,2223,36214,10153,21,21967,-98.4936282,29.4241219
Texas Christian University,Fort Worth,TX,South,Graduate,Private,CoEd,0.4887,1207,8600,38600,10265,32,22000,-97.3307658,32.7554883
The University of Texas at Austin,Austin,TX,South,Graduate,Public,CoEd,0.3966,1296,38914,9830,11172,36,22159.5,-97.7430608,30.267153
Sam Houston State University,Huntsville,TX,South,Graduate,Public,CoEd,0.7367,1000,16819,7294,7338,86,22208,-95.5507771,30.7235263
Lamar University,Beaumont,TX,South,Graduate,Public,CoEd,0.7881,963,9043,7659,7587,118,22486,-94.1265562,30.080174
Midwestern State University,Wichita Falls,TX,South,Graduate,Public,CoEd,0.6164,995,5142,7753,7325,83,22500,-98.4933873,33.9137085
Texas Tech University,Lubbock,TX,South,Graduate,Public,CoEd,0.6613,1110,28278,7811,8890,60,22500,-101.8551665,33.5778631
Southern Methodist University,Dallas,TX,South,Graduate,Private,CoEd,0.524,1316,6340,45940,11624,33,22500,-96.7969879,32.7766642
Dallas Baptist University,Dallas,TX,South,Graduate,Private,CoEd,0.4621,1075,3357,23650,7943,60,22638,-96.7969879,32.7766642
Texas A & M University-Corpus Christi,Corpus Christi,TX,South,Graduate,Public,CoEd,0.8462,970,9074,7655,7563,87,23000,-97.396381,27.8005828
